Timestamp,Rastreio,Status,Mensagem,Video_Evidence
2026-01-08 17:51:02,BR267385420467Z,SUCESSO,NF: 000003810,NF_000003810_175102.mp4
2026-01-08 17:51:22,BR2644663754630,ERRO,Rastreio nao encontrado,
2026-01-08 17:51:29,BR256445929969C,ERRO,Rastreio nao encontrado,
